Ward_code,Measurementday,Coordinator,InstitutionID,IDresponsible,Ward_code_origineel,InstitutionForm_Type_Inst,InstitutionForm_Mod_Qualityframework,Type_Ward,afkorting_type_ward,D_Age_mean_team,D_QF_Prev_ACP_mean_team,D_QF_ACP_resusication_mean_team,D_QF_ACP_life_ending_treat_mean_team,D_QF_ACP_hosp_adm_mean_team,D_QF_ACP_other_mean_team,D_QF_Prev_MR2_mean_team,D_QF_Nut_foodpreferences_mean_team,D_QF_Nut_foodpreferences_specific_mean_team,D_QF_Nut_foodpreferences_offering_mean_team,D_QF_Nut_foodpreferences_support_mean_team,D_QF_Nut_foodpreferences_time_mean_team,D_QF_Nut_foodpreferences_other_mean_team,D_QF_PU_Prev_cat2_mean_team,D_QF_Inc_toiletingplan_mean_team,D_QF_Inc_toiletingplan_preferences_mean_team,D_QF_Inc_toiletingplan_independent_mean_team,D_QF_Inc_toiletingplan_support_mean_team,D_QF_Inc_toiletingplan_materials_mean_team,D_QF_Inc_toiletingplan_other_mean_team,D_QF_Rest_Prev_mean_team,D_QF_Rest_mechanical_mean_team,D_QF_Rest_physical_mean_team,D_QF_Rest_pharmacologic_mean_team,D_QF_Rest_psych_mean_team,D_QF_Rest_electronic_mean_team,D_QF_Rest_supervision_mean_team,D_QF_Rest_seclusion_mean_team,D_QF_Rest_other_Rest_mean_team,QF_Ward_ErrorsDiscussed,QF_Ward_PU_Discussed,D_QF_Prev_ACP_mean_type_ward,D_QF_ACP_resusication_mean_type_ward,D_QF_ACP_life_ending_treat_mean_type_ward,D_QF_ACP_hosp_adm_mean_type_ward,D_QF_ACP_other_mean_type_ward,D_QF_Prev_MR2_mean_type_ward,D_QF_Nut_foodpreferences_mean_type_ward,D_QF_Nut_foodpreferences_specific_mean_type_ward,D_QF_Nut_foodpreferences_offering_mean_type_ward,D_QF_Nut_foodpreferences_support_mean_type_ward,D_QF_Nut_foodpreferences_time_mean_type_ward,D_QF_Nut_foodpreferences_other_mean_type_ward,D_QF_PU_Prev_cat2_mean_type_ward,D_QF_Inc_toiletingplan_mean_type_ward,D_QF_Inc_toiletingplan_preferences_mean_type_ward,D_QF_Inc_toiletingplan_independent_mean_type_ward,D_QF_Inc_toiletingplan_support_mean_type_ward,D_QF_Inc_toiletingplan_materials_mean_type_ward,D_QF_Inc_toiletingplan_other_mean_type_ward,D_QF_Rest_Prev_mean_type_ward,D_QF_Rest_mechanical_mean_type_ward,D_QF_Rest_physical_mean_type_ward,D_QF_Rest_pharmacologic_mean_type_ward,D_QF_Rest_psych_mean_type_ward,D_QF_Rest_electronic_mean_type_ward,D_QF_Rest_supervision_mean_type_ward,D_QF_Rest_seclusion_mean_type_ward,D_QF_Rest_other_Rest_mean_type_ward,aantal_patienten_per_ward_type,aantal_patienten_in_team,aantal_patienten_in_team_met_behandeling,QF_Ward_ErrorsDiscussed_mean_type_ward,QF_Ward_PU_Discussed_mean_type_ward,missing_per_rij,MR_Missing,ACP_ISNUL,Errors_Discussed_Missing,PU_Discussed_Missing,MAX_MISSING_ALLOWED,teveel_missing,CIW,PrimaryLast,Organisatie,Locatie,Teamnaam
388_1950_4,11/12/2019,888162,388,1950,4,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,82.5806451612903,96.7741935483871,100,93.3333333333333,93.3333333333333,0,0,30,6.45161290322581,22.5806451612903,9.67741935483871,6.45161290322581,6.45161290322581,3.2258064516129,70.9677419354839,22.5806451612903,41.9354838709677,35.4838709677419,61.2903225806452,0,54.8387096774194,3.2258064516129,0,0,0,45.1612903225806,0,0,25.8064516129032,1,1,98.3599088838268,99.2820750347384,74.0620657711904,76.2621584066697,13.8953219082909,32.3550812515159,73.8633714152484,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650138,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,31,31,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,88816219504,Primary Case,ActiVite,Rietveld,cluster 4
388_1952_1,11/12/2019,888162,388,1952,1,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,86.4545454545455,100,100,31.8181818181818,77.2727272727273,0,0,90.4761904761905,36.3636363636364,22.7272727272727,40.9090909090909,40.9090909090909,9.09090909090909,0,81.8181818181818,9.09090909090909,9.09090909090909,59.0909090909091,81.8181818181818,0,72.7272727272727,4.54545454545455,0,22.7272727272727,0,45.4545454545455,0,0,9.09090909090909,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,22,22,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,88816219521,Primary Case,ActiVite,Sassembourg,kleinschalig wonen
388_1952_2,11/12/2019,888162,388,1952,2,InstitutionType_NursingHome,yes,somatische verblijfsafdeling,Som,86.1153846153846,30.7692307692308,100,37.5,25,87.5, ,69.2307692307692,3.84615384615385,11.5384615384615,7.69230769230769,61.5384615384615,0,3.84615384615385,80.7692307692308,7.69230769230769,61.5384615384615,34.6153846153846,76.9230769230769,0,0,0,0,0,0,0,0,0,0,1,1,93.8632619439868,99.2540587977183,53.0934620447564,62.7029398859149,11.5840280824923,31.615336266499,65.351059410054,33.1960461285008,33.2784184514003,29.159802306425,41.6392092257002,12.2322899505766,4.95662949194548,69.904919388177,30.0658978583196,20.0988467874794,42.5864909390445,56.9604612850082,6.79571663920923,16.9686985172982,14.332784184514,.0411861614497529,1.77100494233937,.123558484349259,3.21252059308072,.123558484349259,.0823723228995058,1.44151565074135,2428,26,0,94.3548387096774,79.4117647058823,1,1,0,0,0,1,Alles ok,88816219522,Primary Case,ActiVite,Sassembourg,somatiek
388_2004_1,11/12/2019,888162,388,2004,1,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,84.125,87.5,100,95.2380952380952,90.4761904761905,4.76190476190476,0,4.16666666666667,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,37.5,4.16666666666667,0,8.33333333333333,0,29.1666666666667,0,0,8.33333333333333,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.257403189066,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,24,24,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,88816220041,Primary Case,ActiVite,Hussonshoek,Kleinschalig wonen
388_732_1,11/12/2019,888162,388,732,1,InstitutionType_NursingHome,yes,psychogeriatrische afdeling,PG,85.2857142857143,100,100,23.8095238095238,61.9047619047619,9.52380952380952,0,33.3333333333333,4.76190476190476,9.52380952380952,0,0,4.76190476190476,0,76.1904761904762,61.9047619047619,66.6666666666667,71.4285714285714,76.1904761904762,0,47.6190476190476,0,0,9.52380952380952,0,33.3333333333333,0,0,19.047619047619,1,1,98.3599088838268,99.2820750347383,74.0620657711904,76.2621584066698,13.8953219082909,32.3550812515159,73.8633714152483,43.2574031890661,43.4168564920274,37.9726651480638,34.7380410022779,13.2574031890661,2.30435774583618,81.9559228650137,38.5421412300683,29.4533029612756,52.6879271070615,66.2186788154898,3.55353075170843,41.867881548975,15.5353075170843,.273348519362187,14.4874715261959,.683371298405467,20.9567198177677,.797266514806378,1.07061503416857,6.5375854214123,4390,21,21,95.067264573991,87.9581151832461,0,0,0,0,0,0,Alles ok,8881627321,Primary Case,ActiVite,AgnesStaete,kleinschalig wonen
388_732_2,11/12/2019,888162,388,732,2,InstitutionType_NursingHome,yes,somatische verblijfsafdeling,Som,84.1904761904762,33.3333333333333,100,28.5714285714286,0,14.2857142857143,0,0,0,0,0,0,0,0,4.76190476190476,0,0,4.76190476190476,0,0,4.76190476190476,4.76190476190476,0,0,0,0,0,0,0,1,1,93.8632619439868,99.2540587977183,53.0934620447564,62.7029398859149,11.5840280824923,31.6153362664991,65.351059410054,33.1960461285008,33.2784184514003,29.159802306425,41.6392092257001,12.2322899505766,4.95662949194548,69.904919388177,30.0658978583196,20.0988467874794,42.5864909390445,56.9604612850082,6.79571663920923,16.9686985172982,14.332784184514,.0411861614497529,1.77100494233937,.123558484349259,3.21252059308072,.123558484349259,.0823723228995058,1.44151565074135,2428,21,19,94.3548387096774,79.4117647058823,0,0,0,0,0,0,Alles ok,8881627322,Primary Case,ActiVite,AgnesStaete,somatiek
401_248_01,11/12/2019,888177,401,248,01,InstitutionType_NursingHome,yes,anders,overig,64.4888888888889,100,100,51.1111111111111,62.2222222222222,0,0,31.8181818181818,20,13.3333333333333,8.88888888888889,2.22222222222222,6.66666666666667,2.63157894736842,53.4883720930233,13.3333333333333,8.88888888888889,26.6666666666667,40,0,40,20,0,13.3333333333333,2.22222222222222,2.22222222222222,2.22222222222222,2.22222222222222,8.88888888888889,0,1,94.8443579766537,99.6923076923077,43.8974358974359,64,9.43589743589745,27.9863481228669,55.6556556556557,27.7237354085603,32.4902723735409,26.0700389105059,29.5719844357977,10.6031128404669,3.46878097125867,55.1040634291378,18.1906614785992,18.4824902723736,30.3501945525292,42.6070038910506,4.18287937743191,15.4669260700389,5.44747081712062,0,4.18287937743191,.972762645914397,5.35019455252918,.778210116731517,.389105058365758,3.21011673151751,1028,45,7,60.5263157894737,75.6756756756757,0,0,0,0,0,0,Alles ok,88817724801,Primary Case,Parnassia BV,Verpleeghuis Dorestad,Atalanta
401_248_03,11/12/2019,888177,401,248,03,InstitutionType_NursingHome,yes,anders,overig,71.75,100,100,54.5454545454545,54.5454545454545,0,11.1111111111111,44.4444444444444,31.8181818181818,15.9090909090909,15.9090909090909,11.3636363636364,2.27272727272727,2.5,59.4594594594595,13.6363636363636,18.1818181818182,25,34.0909090909091,0,9.09090909090909,4.54545454545455,0,4.54545454545455,2.27272727272727,0,2.27272727272727,2.27272727272727,4.54545454545455,0,1,94.8443579766537,99.6923076923077,43.8974358974359,64,9.43589743589745,27.9863481228669,55.6556556556557,27.7237354085603,32.4902723735409,26.0700389105059,29.5719844357977,10.6031128404669,3.46878097125867,55.1040634291378,18.1906614785992,18.4824902723736,30.3501945525292,42.6070038910506,4.18287937743191,15.4669260700389,5.44747081712062,0,4.18287937743191,.972762645914397,5.35019455252918,.778210116731517,.389105058365758,3.21011673151751,1028,44,9,60.5263157894737,75.6756756756757,0,0,0,0,0,0,Alles ok,88817724803,Primary Case,Parnassia BV,Verpleeghuis Dorestad,Icarus
401_248_04,11/12/2019,888177,401,248,04,InstitutionType_NursingHome,yes,anders,overig,71.5227272727273,100,100,36.3636363636364,90.9090909090909,0,12.5,38.7096774193548,9.09090909090909,9.09090909090909,6.81818181818182,4.54545454545455,11.3636363636364,15.7894736842105,81.5789473684211,13.6363636363636,15.9090909090909,22.7272727272727,63.6363636363636,2.27272727272727,15.9090909090909,6.81818181818182,0,6.81818181818182,0,2.27272727272727,0,0,2.27272727272727,0,1,94.8443579766537,99.6923076923077,43.8974358974359,64,9.43589743589745,27.9863481228669,55.6556556556557,27.7237354085603,32.4902723735409,26.0700389105059,29.5719844357977,10.6031128404669,3.46878097125867,55.1040634291378,18.1906614785992,18.4824902723736,30.3501945525292,42.6070038910506,4.18287937743191,15.4669260700389,5.44747081712062,0,4.18287937743191,.972762645914397,5.35019455252918,.778210116731517,.389105058365758,3.21011673151751,1028,44,8,60.5263157894737,75.6756756756757,0,0,0,0,0,0,Alles ok,88817724804,Primary Case,Parnassia BV,Verpleeghuis Dorestad,Luzerne
366_2180_121,11/12/2019,888209,366,2180,121,InstitutionType_NursingHome,yes,kleinschalig wonen - psychogeriatrie,PG/kl,84.52,100,100,56,76,4,0,54.1666666666667,44,32,32,8,0,4,44,16,8,24,44,0,36,20,4,0,0,20,0,4,0,1,0,97.6763485477178,99.4052676295667,51.9116397621071,70.0934579439252,15.802888700085,44.018691588785,76.0302775441547,57.5103734439834,48.0497925311203,45.3112033195021,40.6639004149378,7.05394190871369,4.02010050251256,83.1799163179916,33.3609958506224,28.3817427385892,53.3609958506224,67.9668049792531,6.14107883817427,45.0622406639004,15.7676348547718,.829875518672199,9.46058091286308,.995850622406638,30.207468879668,.24896265560166,.66390041493776,4.48132780082987,1205,25,21,91.304347826087,59.0163934426229,0,0,0,0,0,0,Alles ok,8882092180121,Primary Case,Stichting Land van Horne,Eegelshoeve - Someren,KSW PG
366_2181_31,11/12/2019,888209,366,2181,31,InstitutionType_NursingHome,yes,kleinschalig wonen - psychogeriatrie,PG/kl,85.8787878787879,100,100,36.3636363636364,81.8181818181818,0,100,90.9090909090909,78.7878787878788,81.8181818181818,78.7878787878788,84.8484848484848,0,0,96.969696969697,75.7575757575758,69.6969696969697,78.7878787878788,96.969696969697,0,69.6969696969697,30.3030303030303,0,3.03030303030303,0,60.6060606060606,0,0,0,0,0,97.6763485477178,99.4052676295667,51.9116397621071,70.0934579439252,15.802888700085,44.018691588785,76.0302775441548,57.5103734439834,48.0497925311203,45.3112033195021,40.6639004149378,7.05394190871369,4.02010050251256,83.1799163179916,33.3609958506224,28.3817427385892,53.3609958506224,67.9668049792531,6.14107883817427,45.0622406639004,15.7676348547718,.829875518672199,9.46058091286308,.995850622406639,30.2074688796681,.24896265560166,.66390041493776,4.48132780082988,1205,33,33,91.304347826087,59.0163934426229,0,0,0,0,0,0,Alles ok,888209218131,Primary Case,Stichting Land van Horne,Hornehoof - Weert,"KSW PG 1,2,3"
366_2181_32,11/12/2019,888209,366,2181,32,InstitutionType_NursingHome,yes,kleinschalig wonen - psychogeriatrie,PG/kl,85,100,100,37.5,58.3333333333333,12.5,57.1428571428571,100,95.8333333333333,91.6666666666667,79.1666666666667,66.6666666666667,0,0,100,70.8333333333333,79.1666666666667,83.3333333333333,95.8333333333333,4.16666666666667,70.8333333333333,20.8333333333333,0,0,0,58.3333333333333,0,0,12.5,0,0,97.6763485477178,99.4052676295667,51.9116397621071,70.0934579439252,15.802888700085,44.018691588785,76.0302775441547,57.5103734439834,48.0497925311203,45.3112033195021,40.6639004149378,7.05394190871369,4.02010050251256,83.1799163179916,33.3609958506224,28.3817427385892,53.3609958506224,67.9668049792531,6.14107883817427,45.0622406639004,15.7676348547718,.829875518672199,9.46058091286308,.995850622406638,30.207468879668,.24896265560166,.66390041493776,4.48132780082987,1205,24,24,91.304347826087,59.0163934426229,0,0,0,0,0,0,Alles ok,888209218132,Primary Case,Stichting Land van Horne,Hornehoof - Weert,"KSW PG 4,5"
